mi_quality,transcript_id,interlocutor,utterance_text,client:_talk_type
high,95,client:,"Um, I try to be a good kid. I tried to go to school. I may not have the best grades, but I'm not failing any classes.",change
high,95,client:,That's the right one.,sustain
high,95,client:,"Um, I don't know. I don't know. It's just, um, I'm not sure I can.",sustain
high,95,client:,"Thank you, ma'am, I feel better.",change
high,95,client:,Okay.,neutral
high,99,client:,"Okay, like what?",neutral
high,99,client:,Mm-hmm.,neutral
high,99,client:,"Yeah, uh, on the weekends?",neutral
high,99,client:,"No, I guess I haven't really thought much of it. Um, you know, I don't really think I drink that much in the first place-",sustain
high,99,client:,-so I have a hard time believing that it's causing my anxiety.,sustain
high,99,client:,"In fact, on the nights when I don't drink, I-I have a harder time going to sleep.",sustain
high,99,client:,"Well, I, yeah, I guess I do have abo-about 2:00 AM, I tend to wake up on the nights I drink too much.",change
high,99,client:,"Jeez, no. I didn't think I was that bad.",neutral
high,99,client:,"I don't know. I mean, this is all news to me. I've, I don't want to do anything to put myself at risk and I've always thought of myself as a pretty healthy guy. I guess I'd put myself right in the middle of the five.",change
high,99,client:,"Well, you know I'm training for the marathon, and that's why I'm coming in, is because I need to be able to get my sleep back on track, but I also don't think of myself as a hazardous drinker, and I'm certainly not an alcoholic. So, that's-that's why the middle-ground, five.",change
high,99,client:,Yes.,neutral
high,99,client:,"Well, I-I think the natural thing would be to cut back a little on my drinking.",change
high,99,client:,"Mm, um, you know, I-I guess drinking no more than maybe three or four times a week, and-and on the weekends, which is when I would drink the most, cup back to no more than five or six beers.",change
high,99,client:,"Um, doing the math, I guess no more than 18 drinks a week.",change
high,99,client:,Thanks.,neutral
high,99,client:,Sure.,neutral
high,104,client:,Okay.,neutral
high,104,client:,Yeah.,neutral
high,104,client:,Yeah. Somewhere around eight days. I'm not sure.,neutral
high,104,client:,"Um, I really only drink at parties. I don't drink at home or anything.",neutral
high,104,client:,"Um, liquor, whenever people are mixing, um, vodka, sometimes beer, but I don't like beer very much. Um, the drinks at parties are usually like vodka and orange juice or gin and tonics.",neutral
high,104,client:,You mean the whole time I'm there?,neutral
high,104,client:,"Um, probably four or five drinks.",neutral
high,104,client:,Yeah. It makes me feel relaxed.,neutral
high,104,client:,Yeah.,neutral
high,104,client:,"Um, I forget how many drinks I've had like when a friend asks me or I forget whose house I'm at.",neutral
high,104,client:,Right.,neutral
high,104,client:,"Um, yeah. I was drinking the last time I had sex. Um, the guy had been drinking too, and we didn't use a condom.",neutral
high,104,client:,Yeah. We've had sex before and we've used a condom before.,neutral
high,104,client:,"Well, we just didn't stop to put one on. We weren't thinking that way.",neutral
high,104,client:,Yeah. I would've definitely told him to put on a condom if I was sober.,change
high,104,client:,"Well, that's not me. I don't need help from anyone.",sustain
high,104,client:,"Um, well, it's fun. I like drinking when my friends are drinking too. Um, I laugh more. It's just fun.",sustain
high,104,client:,"Um, I don't like forgetting where I'm at sometimes.",change
high,104,client:,I really don't want any STDs.,change
high,104,client:,Yeah.,change
high,104,client:,"Well, I definitely don't want to drink too much again.",change
high,104,client:,"Um, a nine.",neutral
high,104,client:,"Well, I really don't want any STDs and I don't like wondering whether I have one or not.",change
high,104,client:,"Um, well, I wanna count my drinks so I don't have more than two and I want to stop drinking once I start feeling drunk.",change
high,104,client:,"Well, I have this friend who thinks I drink too much. She would probably be willing to make me promise not to have more than two drinks at a party.",change
high,104,client:,I'm going to talk with him and I'm gonna make him promise that we always use a condom and that we don't have sex drunk.,change
high,104,client:,Okay.,neutral
high,107,client:,"Um, pretty obvious [chuckles].",neutral
high,107,client:,What do you mean what I did?,neutral
high,107,client:,That's the same as always. Same as always.,neutral
high,107,client:,Yeah.,neutral
high,107,client:,A razor?,neutral
high,107,client:,Do you wanna see it?,neutral
high,107,client:,"I think have you ever been to an ER when you cut yourself, you'd know why I don't go.",sustain
high,107,client:,"I was thinking about killing myself. You thought you would help me and you didn't. That's what I want to talk about. I wanna talk about how it is that my life is not going better and you are not helping me, and you are not available to me when I need help.",sustain
high,107,client:,"I cut myself the first time I called you thinking you would help me, you wouldn't help me so then I figured, what the hell I [chuckles] might as well just go all the way. And so, that's why I cut myself that deep.",sustain
high,108,client:,"Well, um, I have a two-year-old son, and then I work full time as a server at a restaurant, and then recently, I also started going back to night class, so you know, just the combination of all that, you know. I-I've just been feeling really stressed lately.",neutral
high,108,client:,Yeah.,neutral
high,108,client:,"Well, I-I told the counselor that I think childcare is probably my-my biggest issue right now.",neutral
high,108,client:,"Yeah. Um, well, my mom normally watches my son, but lately, it's kind of becoming a problem. You know, she like will back out at the last second, and so I've had to call in at work a couple of times. I've had to miss class a few times. So i-it's just stressful worrying about, you know, whether I'll be able to do those things or not.",neutral
high,108,client:,"Yeah, exactly.",neutral
high,108,client:,"Um, well, I have a sister, but I don't really trust her to watch my son, and I don't really know that many people that-- the only thing I can think of, I have this one neighbor who stepped in and helped one time when my mom backed out. She-she actually has, uh, a three-year-old daughter, so you know, kind of worked out.",neutral
high,108,client:,"Um, I don't really know her that well, but I mean, she seems nice and I-I think she did a pretty good job that night.",neutral
high,108,client:,Yeah.,neutral
high,108,client:,Yeah.,neutral
high,108,client:,Yeah.,neutral
high,108,client:,"I-- you know, I mean, maybe a little bit, but I don't really make that much money to be able to afford something like daycare or, you know, like full time babysitting.",neutral
high,108,client:,"Well, I mean, I-I like cooking. I'm-I'm actually in school for culinary arts.",neutral
high,108,client:,Mm-hmm.,neutral
high,108,client:,"Hmm. That's, that's interesting. I-I never really thought of something like that, but, yeah, it might work.",neutral
high,108,client:,"Hmm. No, I-- you know, there-there just aren't that many people I trust right now with my son.",neutral
high,108,client:,"[chuckles] No, no, not at all. He, he really hasn't been in the picture since my son was born.",neutral
high,108,client:,"It's-it's three nights right now, so I have class on Monday, Wednesday, and Friday nights.",neutral
high,108,client:,"Um, well, you know, if my neighbor could even just take over one day of watching my son, I think that would help my mom quite a bit.",neutral
high,108,client:,"I mean, I think so, yeah.",neutral
high,108,client:,"Mom, you know, just, I guess talking to my neighbor and seeing if she's even interested in this idea, and if she is, you know, telling my mom about it and, you know, hopefully, that will make her feel a little better and maybe a little bit more reliable.",neutral
high,108,client:,Just a couple months from now. He's almost three.,neutral
high,108,client:,"I've heard of it, but I don't know that much.",neutral
high,108,client:,"Yeah, I mean, it sounds like it would be really good for my son and, you know, it would help me out in terms of childcare for sure.",neutral
high,108,client:,"[chuckles] Well, you know, I-I've been working on it a couple of weeks now, and honestly, it's been a lot harder than I expected. Um, trying to break my routine in the evenings, especially has-has been hard, but, um, you know, a couple of nights I have reached my goal in terms of, you know, number of cigarettes I'm going to smoke and number of drinks. So, I mean, I've done okay some days, but others, not so much.",neutral
high,108,client:,"Yeah, yeah. I definitely have, so I-I try to never smoke around him, and if I do smoke at home, I always go out to the balcony to smoke.",neutral
high,108,client:,"Um, well, I guess just first talk to my neighbor and see if she likes this idea, and then if she does, I can talk to my mom about it. Hopefully, that kind of helps her situation out. And then, um, I'm definitely want to look into the Head Start idea because I think that would be really good.",neutral
high,108,client:,Okay.,neutral
high,108,client:,Thanks. All right.,neutral
high,113,client:,Hi.,neutral
high,113,client:,"Well, I came today because my daughter's in the hospital as well. I think it's important to quit, but I enjoy smoking. I'm not ready to give it up right now. My life is too much in turmoil.",sustain
high,113,client:,"I think it's important because I've-- I feel I'm a bad role model for my children, and my daughter's turning 12, and already, some of her friends have tried smoking, so I don't want her to think it's a good thing.",change
high,113,client:,"I smoked when I was young, and I certainly don't want it for her.",change
high,113,client:,"Well, that's true. It seems so hard. I'm just not ready for this right now.",sustain
high,113,client:,"It's very enjoyable, relaxing, you know, a stress reliever. When I'm at work, we all go out and smoke and chit chat and, you know, talk about things. I would hate to not smoke, really. I'd be left out.",sustain
high,113,client:,"Hmm, I like to have a cigarette after I eat. It sort of tells my brain I'm finished, stop eating, I'm full. So it's a- it's a way to-- you know, sometimes I'll have a cigarette instead of a snack, so it's a way to control my weight.",sustain
high,113,client:,"Let me think. Well, I just enjoy it. I think it's, uh-- it's not good for me, I know, but I'm so used to smoking. I don't really think about quitting too much.",sustain
high,113,client:,Okay.,neutral
high,113,client:,That's true. Yeah.,neutral
high,113,client:,Yeah.,neutral
high,113,client:,Exactly.,neutral
high,113,client:,"Well, I-I'm worried about my children. I feel like I'm being a bad parent, and um, I often wonder, you know, they've seen me smoke for years. I certainly don't want my 12-year-old daughter to start smoking, and some of her friends are already smoking.",change
high,113,client:,"Yeah, just this morning, I was outside having a cigarette, and then when I looked up, there she was looking out the window watching me smoke.",change
high,113,client:,"I felt terrible, you know, I was projecting-- I wanna be a good parent, and I don't feel this really is part of the plan.",change
high,113,client:,Mm-hmm.,neutral
high,113,client:,"It doesn't fit, you know. It's the opposite side of the coin. You know, I love to do it, but I don't think it's right.",change
high,113,client:,I can't think of anything right now.,sustain
high,113,client:,I don't have any plans to quit. It's just something I'm thinking about.,sustain
high,113,client:,Exactly.,neutral
high,113,client:,"Oh, sure. Sure, I'll come in. Yeah.",neutral
high,113,client:,We can talk about it some more.,neutral
high,113,client:,"Okay, okay, I'll give it a try.",neutral
high,113,client:,Thank you.,neutral
high,113,client:,All right.,neutral
high,114,client:,"Uh, I guess that sound- that sounds right. I mean, I was- I was kinda drunk and it happened like a week ago. I just, I drove over to my friend's house, um, just to go watch the game and, you know, we're having a couple beers and next thing I know the Vikings are kind of losing pretty big. So we drank a little bit more than usual. And I mean, at the end I had to get home and I couldn't find a ride. So I-I just drove.",neutral
high,114,client:,"Yeah. That's-that's exactly how it happened. I mean, I'm a normal college kid. I like to drink and hanging out with my buddies. I mean, I, it wasn't a big house party or anything and I got busted.",sustain
high,114,client:,"Yeah. I tried to be safe. I mean, I tried to call her roommate, but I don't know, getting in trouble anyways.",neutral
high,114,client:,"Um, well, I wanna say I have a drinking problem. I think I'd probably have more of a, like getting caught problem. I mean, my friends, they-they drink like fishes and I-- they don't ever get caught and you got me over here and I get caught and they left.",sustain
high,114,client:,I guess- I guess more problems with police and school and I really don't have like the time or the money for any of that.,sustain
high,114,client:,"God. It's, I guess, super important, because just-just going to detox alone was-was awful, the experience-- I don't want to do that again. And my dad said if I get suspended from school, um, I have to go- I have to go work on my uncle's farm in Iowa and that would just kill my social life. I won't see any of my friends and I mean, it's already bad enough, like my parents took my car away when I got the DUI.",change
high,114,client:,"Well, I guess I- I guess the easy one is I wouldn't- I wouldn't drink so much and I try to avoid situations where I'm more-more likely to get in trouble. So probably I don't wanna drink so much.",change
high,114,client:,"Um, I guess I would say like, I don't know, like over halfway. So maybe like a six.",neutral
high,114,client:,"I could probably, um, I don't know. I-I guess, well, the big thing would be like kind of where I drink so like drinking like if I'm only like in my apartment so thenI'm not risking myself to drive or like if I- if I go out to a party waiting till, like, I'm 21 to drink. Um, maybe find stuff to do that doesn't revolve around drinking, like, I'm guessing like a town this size there's got to be more to do than just drink.",change
high,114,client:,"Um, I mean, I guess the big one would be like I won't- I won't be hungover all the time like I would make it to my 8:00 AMs then, well, even-even when I make it to my 8:00 AMs now like I just, I sleep like I wake up I'm like, ""Oh my god what's going on?"" And then I get to my 8:00 AM and I'll just sleep through and then miss just about everything that's on the test. So I think if I- if I reprioritize what is important to me, I probably help me succeed. I mean, in high school, I had a 3.5 GPA. So I know I could do it here.",change
high,114,client:,"Um, I mean education is really important to me and-and also my family. My parents are always talking about it and I really- I really wanna be an international journalist, to be on the news like, I mean, I have the face for it, um. So I guess if I reprioritize my- if I reprioritize what I need to do I and I won't drink so much. I probably wouldn't be disappointing my parents and I'd be able to get a really good education.",change
high,114,client:,"All right, all right. When is the seminar?",neutral
high,120,client:,"Oh, thanks so much doctor. I'll just take it easy for a couple of days.",neutral
high,120,client:,"Yeah, I suppose. I know my weight is a problem, but every time I try to take it off, I end up gaining it back. I don't know what to do.",change
high,120,client:,"Okay, thank you doctor, but I'm just concerned about how I can possibly lose weight now since work is so busy and the kids take up so much of my time.",sustain
high,120,client:,"Okay, that sounds great. So, what should I do?",neutral
high,120,client:,"I knew you were gonna say that, but I don't have time in my schedule. I can't afford to take an hour to go to the gym every day.",sustain
high,120,client:,I like to walk.,change
high,120,client:,"Wait a minute, isn't walking too mild to help you lose weight, though?",sustain
high,120,client:,"Oh, wow, that sounds good. You know what? Come to think of it, I have some time before I have to go back to work and I saw a nice park on the way over here, maybe I can take a short walk after this appointment.",change
high,120,client:,"And you know what? I used to really love to dance, but I haven't done that in such a long time.",change
high,120,client:,Hmm. And I know my family would support me if I could just find some place where I can go dancing.,change
high,120,client:,"Yeah, and you know what? I really like to try that.",change
high,120,client:,"Actually, I really would. I'm kind of excited about it. What else you got?",change
high,120,client:,Mm-hmm. I can do that.,change
high,120,client:,"Diet, the D word.",neutral
high,120,client:,"Yeah, I like that. Okay, I'll make an appointment and I'll start dancing right away, doc.",change
high,125,client:,The baby was up all night and I'm exhausted.,neutral
high,125,client:,"Yes. She was up every three hours to eat, I don't understand it.",neutral
high,125,client:,"Yes. My mom told me that I started sleeping through the night when I was a month old, Lilly is six weeks.",neutral
high,125,client:,"Well, what is normal for a baby this age?",neutral
high,129,client:,"Dr. Morrow, I'm so relieved I'm not pregnant.",neutral
high,129,client:,I really feel like I dodged the bullet. That was- that was probably the scariest like two days of my life.,neutral
high,129,client:,Yup.,neutral
high,129,client:,"Yeah, it went so slow.",neutral
high,129,client:,Even just being here today is like minutes ticking by.,neutral
high,129,client:,It's really good news.,neutral
high,129,client:,I don't even know. I'm-I'm not ready to have a kid. I know that. I know my life is not ready for that step.,neutral
high,129,client:,"Yeah, no.",neutral
high,129,client:,"Um, I don't really want to go there. I just-- that sort of stuff just weirds me out. Yeah, I take something fun and just makes it really medical.",sustain
high,129,client:,No.,sustain
high,129,client:,"Yeah, I mean I'm-I'm careful. I do what I can, but I don't wanna take anything for that.",sustain
high,129,client:,"Yeah. It's-it's scary. I mean, this is the first time I've ever had that sort of feeling of ""What am I gonna do?""",neutral
high,129,client:,"And-and that fear was like-- yeah. Up until now, I've been good, yeah.",neutral
high,129,client:,"Yeah. No, it- it's just- it's just weird for me. I don't- I don't like thinking about that stuff, yeah.",sustain
high,129,client:,"Yeah, maybe another time. Just, I'm not ready for it.",sustain
high,129,client:,I'm not ready for that conversation right now.,sustain
high,129,client:,Yeah.,neutral
high,129,client:,Thank you.,neutral
low,9,client:,Sure.,neutral
low,9,client:,Okay.,neutral
low,9,client:,"Not really, I haven't been stressed. Uh, I've been working steady, you know, these days, I'm glad to have a job, I really am happy that I'm working, so.",neutral
low,9,client:,Okay.,neutral
low,9,client:,"I don't smoke. I smoked, you know, as a young adult, quit 20 years ago. I went cold turkey. I was proud of that, haven't even thought about smoking.",neutral
low,9,client:,"Uh, I do drink beer, I drink, you know, two to three pints on weekdays, sometimes on weekends, maybe four or five.",neutral
low,9,client:,"Well, I-- you know, my pressure has been high for years and, um, you know.",neutral
low,9,client:,Maybe a little bit.,change
low,9,client:,Okay.,neutral
low,9,client:,"I don't use heroin or cocaine. I've never even thought about using the hard drugs. Back in school, 20 years or so ago, I smoked reefer, you know. Once I got out of school, I haven't used that at all.",neutral
low,9,client:,"No, I don't- I don't, uh, really like the idea of taking pills. Uh, as a matter of fact, a couple of years ago, I had this jaw surgery. They gave me a prescription for Percocet. I took one, maybe feel weird. I think they're still sitting in the medicine cabinet.",neutral
low,9,client:,"Well, I guess I'll try.",change
low,10,client:,Yeah.,neutral
low,10,client:,"Well, I'm supposed to come to learn about my-- how to manage my diabetes. Just got diagnosed.",neutral
low,10,client:,"Yeah, that's what doctor said. She-she really laid into me about that. Said it was-- I guess, this is really serious stuff. She was talking about losing eyesight, mm, my feet, mm, problems with a lot of other stuff, and it really scared me. Uh, so, [sighs] you know, how-how-how to manage all this, I guess, is what I gotta learn, but it just sounds massive.",neutral
low,10,client:,"That's, uh, that's a huge amount of stuff to do and, I'm not- I'm not certain I can do all that, and on top of it, it's-it's-- if I don't get it all done, all this stuff happens to me?",neutral
low,10,client:,[sighs],neutral
low,10,client:,"Well, I-I [unintelligible 00:01:35]",neutral
low,32,client:,"I-I guess, uh, I don't really remember much. I like it was a week ago, so I was kind of drunk too.",neutral
low,32,client:,"Hmm. I mean, not really. I'm gonna be 21 in a couple of months. Um, once I turn 21, the cops can't give me a minor and I mean, I'm not a heavy drinker, like-like my friends or anything. I don't get wasted at all. And, uh, I just need to be careful. I just won't get caught. I'm just trying to find, like, a normal college student.",sustain
low,32,client:,"Whatever, I-I didn't though. I called my roommates for a ride. He was sleepy. So I had to get home somehow. And this isn't even my fault. I give him rides all the time, but I didn't do anything.",sustain
low,32,client:,"No-no. Like I said, this isn't even my fault. Like, are we done here? I have class in 15 minutes.",sustain
low,32,client:,"Look, I really like going on the [unintelligible 00:02:29] and I get what you're saying. You, you're making some really good points and I'll think about them. Okay?",change
low,32,client:,"$150, are you serious? I can't pay that. All right, I'm done with this. I'm over it.",neutral
low,69,client:,"I'm sorry, but are you the pharmacist? I just had a question about citalopram.",neutral
low,69,client:,"Okay, but I just wanted to know if it interacts with phenelzine?",neutral
low,69,client:,"Okay, thanks for that. I have an appointment to run to.",neutral
low,74,client:,I'm doing all right. How are you?,neutral
low,74,client:,"Oh, I got my lip pierced.",neutral
low,74,client:,Why? I don't know. I wanted a change and-,neutral
low,74,client:,"Well, I mean, nobody needs a piercing, I wanted one. It was a-",neutral
low,74,client:,"Oh, I mean, it's my lip that's pierced, not my teeth.",neutral
low,74,client:,Yeah.,neutral
low,74,client:,Yeah.,neutral
low,74,client:,"I mean, it's been okay so far. It hasn't caused me any problems.",sustain
low,74,client:,Yeah.,neutral
low,74,client:,"I mean, I just put in-",neutral
low,74,client:,"-I'm not gonna take it right out. It's-- Like you said, I've only had it in for a month, I mean.",sustain
low,74,client:,"Well, I mean, if it starts to cause a problem, then maybe we talk about it, but at this point, I mean-",sustain
low,74,client:,-it's fine.,neutral
low,74,client:,Yeah.,neutral
low,74,client:,Yeah.,neutral
low,74,client:,Yeah.,neutral
low,92,client:,Mm-hmm. Yeah.,neutral
low,92,client:,Mm-hmm.,neutral
low,92,client:,"Well, I did a research on the chronic inhaler, and I saw that there were steroids in it, and I do not want my daughter taking steroids. I read about all the side effects of steroids and all the potential health problems. I don't want her taking them, and I just want to tell you right up front, I do not want to hear anything about the fact that I do smoke. Um, I smoke outside, I smoke away from her. I do not ever do it around her. So I do not want to hear about that.",sustain
low,92,client:,"Okay, I-I am not going to allow her to take any kind of steroid. I am not going to allow that to happen. She's my daughter. She's my responsibility, and I'm not going to allow that to happen, and I absolutely make sure that the smoking does not affect her.",sustain
low,92,client:,"Fine. I'm in a really big hurry, and I need to get those prescriptions filled as soon as possible, please.",neutral
low,92,client:,Fine. I just need to get my prescriptions.,neutral
low,102,client:,Sure.,neutral
low,102,client:,"Well, [sighs] I've been thinking about working out lately. I really want to start working out again. It's-it's been in my mind, I know I need to do it. It's just getting the motivation to do it.",change
low,102,client:,Mm-hmm.,neutral
low,102,client:,"Well, I don't know if I'm really being lazy about it. I think it's just that I have a busy schedule.",sustain
low,102,client:,"I just need to find the time to do it. And, yes, I might be lacking a little bit of motivation, but I think it's more timing and trying to fit it in.",sustain
low,102,client:,"But I think that part of the problem is that I-I don't have three to four times- three to four times a week to do it, or an hour even. I mean, hour is a long time because if I'm working out for an hour that means I'm leaving home to get there-",sustain
low,102,client:,"-time there, time back. I mean, it's not just an hour, it's like two hours, realistically.",sustain
low,102,client:,"Well, oh, um, okay.",change
low,102,client:,Okay.,change
low,106,client:,Yeah.,neutral
low,106,client:,"Yeah, it's pretty stressful for both of us. He gets really upset.",neutral
low,106,client:,"Yeah, I-- Yeah, I do smoke, but I don't smoke around him. I try really hard not to smoke around him.",neutral
low,106,client:,"I-I don't know. I mean, I try really hard not to smoke around him. I don't smoke in the car. Um, when he's home, I go outside to smoke. I just-- I mean, I know it's bad, and I know it's bad for him, so I don't want him to be around it so I try really hard.",neutral
low,106,client:,"No, but I don't smoke. I'm-- I-I-I've thought about quitting, but it's just- It's really hard so I just don't know how to do it.",neutral
low,106,client:,"I know, I know. I've heard-- People have told me before, I've heard all that. I just don't know how to do it. How am I supposed to quit? It's-it's so hard.",sustain
low,106,client:,I just don't have time for any of that.,sustain
low,106,client:,"I understand that. I know it is. I mean, everybody has problems, right? It's just really-- It's really, really hard.",neutral
low,106,client:,I don't know.,neutral
low,106,client:,"I'll-I'll-I'll go look at all those things and-and I'll find-- I guess I'll-I'll try to find something, and-and I'll talk to my doctor about it.",change
low,106,client:,"Okay, whatever. Okay.",sustain
low,123,client:,That's great.,neutral
low,123,client:,I don't smoke cigarettes.,neutral
low,123,client:,"Well, the only thing-- I've never smoked cigarettes ever, um, but, um, when, um, when I go out with my friends, um, we like to go to, you know, we like to go out to lounges.",neutral
low,123,client:,"And, um, you know, sometimes they're those- those, uh, nice young men that gift you different sorts of things. And we got some of those mini cigars that are Swisher sweets, they come in peach and-and grape and-and, you know, that's the only time that really, you know, I've ever really used anything that-that's got tobacco in it.",sustain
low,123,client:,"Really? Bad? But they're just little, mini, little, cute little girly cigars.",sustain
low,123,client:,"Well, I only use them just to relax. I mean, it's not like it's something that I would smoke 20 or 30 cigarettes a day, I mean, I only do it when we go out.",sustain
low,123,client:,"Well, I didn't really know I'd started.",sustain
low,123,client:,"I didn't really think that it was anything more than just like social drinking, just something that I do in a social setting when me and my friends go out to the bars.",sustain
low,123,client:,"Uh, maybe.",neutral
low,123,client:,"Well, it's something that I'll have to think about.",neutral
low,123,client:,"Well, it's just something that I do to relax, and I don't do it that often. And so I probably could cut back.",change
low,123,client:,"Well, I don't believe that they are cigars. And what I do believe is that it's a choice and it's my right, and it's something that I choose to do. And so I will think about cutting back, but I'm not at a point where I'm ready to do that. And I'm not really sure that I even believe that what you're telling me is real.",sustain
low,123,client:,"Well, it's something that I'll think about.",neutral
low,126,client:,Yeah. My doctor said he called something in.,neutral
low,126,client:,"No, not really.",neutral
low,126,client:,No.,neutral
low,126,client:,"Okay. Um, why am I taking this medication?",neutral
low,126,client:,"No, I guess not.",neutral
low,126,client:,Yeah. My doctor said he called something in.,neutral
low,126,client:,"No, not really.",neutral
low,126,client:,No.,neutral
low,126,client:,"Okay. Um, so why am I taking this medication?",neutral
low,126,client:,I guess not.,neutral
low,126,client:,Sure. I'm just getting a few groceries.,neutral
low,126,client:,"Well, he told me that I had a blood test for cholesterol, and that I should start taking this.",neutral
low,126,client:,He didn't really tell me. He just phoned it in.,neutral
low,126,client:,"Well, I take all of my other medications right before I go to bed. So I guess I could take it then.",change
low,126,client:,"I store my medications, uh, in my nightstand, right by my bed.",neutral
low,126,client:,No.,neutral
low,126,client:,He didn't mention anything about that.,neutral
low,126,client:,"Sure. I'm just gonna take one tablet right before I go to bed with my other medications. And I guess I will switched to orange juice. And if I notice any muscle pain that is severe, I'll call Dr. Ferris right away.",change
low,126,client:,"Uh, I think you answered all my questions. Thank you.",neutral
low,126,client:,Sure. I'm just getting a few groceries.,neutral
low,126,client:,He told me that I had a blood test for cholesterol so that I should start taking this medication.,neutral
low,126,client:,"He didn't tell me, he just phoned it in.",neutral
low,126,client:,I take all my other medications right before I go to bed. So I guess I could take it then.,change
low,126,client:,I store them all in the nightstand by my bed.,neutral
low,126,client:,No. I don't have any kids.,neutral
low,126,client:,He didn't mention anything about that.,neutral
low,126,client:,"Sure. I'm just gonna take one tablet of the cholesterol statin, uh, in the evening with all my other medications. And I guess I'll switch to orange juice. And if I notice any bad muscle pains, then I'll be sure to call Dr. Ferris right away.",change
low,126,client:,I think you answered all my questions. Thank you.,neutral
